Indice_prediccion,id_documento,Categoria_real,Categoria_predicha,Texto,Prediccion_correcta,Puntuacion_maxima,Margen_decision,Categoria_recalculada,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision_recalculado
469,404,backend,backend,indexing like a neo: dodging slow queries in the matrix indexing like a neo: dodging slow queries in the matrix the quest begins the why honestly i was staring at a dashboard that looked like a.,True,0.5313177434746513,1.0472824618626602,backend,frontend,0.5313177434746513,-0.5159647183880088,1.0472824618626602
470,538,datascience,datascience,your pipeline is 24.2h behind: catching travel sentiment leads with pulsebit your pipeline is 24.2h behind: catching travel sentiment leads with pulsebit your pipeline is 24.2h behind: catching travel sentiment leads with pulsebit on june 28 june 28 24.2h june 28 24.2h,True,1.445339699826877,2.8801872289567023,datascience,cloud,1.445339699826877,-1.4348475291298253,2.8801872289567023
471,1044,datascience,datascience,"your pipeline is 14.5h behind: catching defence sentiment leads with pulsebit your pipeline is 14.5h behind: catching defence sentiment leads with pulsebit on july 13 2026 we discovered a striking 24-hour momentum spike of +0.335 in sentiment around the. july 13, 2026 july 13, 2026",True,1.472473557676187,2.6853819546709903,datascience,cloud,1.472473557676187,-1.2129083969948034,2.6853819546709903
472,1833,backend,backend,defend external apis: redis token bucket in laravel defend external apis: redis token bucket in laravel the silent vendor ban danger when architecting a high-performance b2b saas platform at smart tech. smart tech ban danger smart tech ban danger,True,1.5977396242618518,2.517656640327132,backend,cloud,1.5977396242618518,-0.9199170160652802,2.517656640327132
473,3186,frontend,frontend,memory leak debugging: tools and techniques for production systems memory leak debugging: tools and techniques for production systems memory leak debugging: tools and techniques for production systems memory leaks in.,True,1.0855494464079989,2.195923037202227,frontend,backend,1.0855494464079989,-1.1103735907942283,2.195923037202227
474,738,backend,backend,monitoring your self-hosted appwrite backend with vigilmon monitoring your self-hosted appwrite backend with vigilmon appwrite bundles auth databases storage and functions into one self-hosted baas. learn how to monitor each service endpoint detect partial failures and get alerted before your app breaks. learn learn,True,1.0582069742326945,1.3815444451367291,backend,cloud,1.0582069742326943,-0.3233374709040348,1.3815444451367291
475,1123,frontend,frontend,advanced css layouts: container queries grid and subgrid in practice advanced css layouts: container queries grid and subgrid in practice advanced css layouts: container queries grid and subgrid in practice css layout has. css css,True,2.0105043536779035,3.6487563400026426,frontend,datascience,2.0105043536779035,-1.6382519863247391,3.6487563400026426
476,1021,frontend,frontend,12 zero-dependency financial dashboards: just open in browser 12 zero-dependency financial dashboards: just open in browser 12 zero-dependency financial dashboards: just open in browser i got tired of the same old. browser browser,True,0.4414118302046816,0.9708989898749808,frontend,datascience,0.44141183020468167,-0.5294871596702992,0.9708989898749809
477,1138,datascience,cloud,can ai retrieval be both fast and cheap can ai retrieval be both fast and cheap every team building production ai wants the same three things: low latency high recall low. ai ai,False,0.0582884852826,0.5448194054815634,cloud,datascience,0.0582884852826,-0.4865309201989634,0.5448194054815634
478,29,backend,backend,invalidación de caché por fingerprint en vez de ttl para dashboards de kpis invalidación de caché por fingerprint en vez de ttl para dashboards de kpis dashboard de kpis con varias agregaciones pesadas de mongodb sumas agrupaciones por rango de. dashboard de kpis con varias pesadas de mongodb dashboard de kpis con varias pesadas de mongodb,True,0.232495361153512,0.960482080545711,backend,cloud,0.232495361153512,-0.727986719392199,0.960482080545711
479,3739,cloud,cloud,mastering multi-tenant saas architecture for ai platforms mastering multi-tenant saas architecture for ai platforms understanding multi-tenant saas architecture multi-tenant saas architecture is a game.,True,1.4564364072820195,2.1650427888242025,cloud,backend,1.4564364072820197,-0.7086063815421827,2.1650427888242025
480,3194,datascience,datascience,statsbomb open data reveals: late goals aren t random statsbomb open data reveals: late goals aren t random when the referee checks their watch in the 85th minute something predictable happens in soccer but. 85th 85th,True,1.0861765081894967,2.0354697175444176,datascience,backend,1.0861765081894967,-0.9492932093549209,2.0354697175444176
481,4350,datascience,datascience,best data science courses that you should check in 2026 best data science courses that you should check in 2026 usdsi offers a structured three-tier data science certification pathway cdsptm cldstm and csdstm csds cdsp csds cdsp,True,1.0517548206655376,1.9992420741279235,datascience,backend,1.0517548206655376,-0.9474872534623857,1.9992420741279233
482,3457,backend,backend,how we scaled to 1 million connections and the silent kernel bug that almost broke it how we scaled to 1 million connections and the silent kernel bug that almost broke it no crashes. no errors. just connections that vanished until we found where the kernel was hiding.,True,1.0205757064021066,1.7695249427498148,backend,cloud,1.0205757064021066,-0.7489492363477082,1.7695249427498148
483,1687,datascience,backend,how collaborative filtering recommends from ratings alone how collaborative filtering recommends from ratings alone here is the thing that still feels a little magical to me about recommender systems: a good one can.,False,-0.4588278034301472,0.2456924027318978,backend,frontend,-0.45882780343014723,-0.704520206162045,0.2456924027318978
484,1339,frontend,frontend,state colocation is not a preference it is an architecture state colocation is not a preference it is an architecture the first question i ask when reviewing a frontend architecture is: where does the state live.,True,0.4624531869400302,0.8971760098098338,frontend,backend,0.46245318694003024,-0.43472282286980357,0.8971760098098338
485,3575,cloud,datascience,unlocking the potential of it services for business growth unlocking the potential of it services for business growth unlocking the potential of it services for business growth in today s fast-paced digital. the potential of it services for business growth the potential of it services for business growth,False,-0.4184012680088247,0.0260307968333322,datascience,cloud,-0.41840126800882477,-0.44443206484215697,0.026030796833332204
486,600,cloud,cloud,why kubernetes became apt groups favorite entry point why kubernetes became apt groups favorite entry point kubernetes made shipping easier. it did not make security easier. kubernetes solved a real.,True,1.1727525289127927,2.023310706226773,cloud,frontend,1.1727525289127927,-0.8505581773139798,2.0233107062267726
487,2649,frontend,frontend,weekend front-end design challenge weekend front-end design challenge here we have an html file that needs to be visually revamped of course without damaging the.,True,0.7914455939101729,1.4180415705450335,frontend,backend,0.7914455939101729,-0.6265959766348606,1.4180415705450335
488,2380,frontend,frontend,a practical beginner-friendly git workflow for collaborative data science projects a practical beginner-friendly git workflow for collaborative data science projects a practical beginner-friendly git workflow for collaborative data science projects git git,True,0.6180901953834129,0.1931608552605966,frontend,datascience,0.6180901953834129,0.42492934012281625,0.19316085526059668
489,3700,frontend,frontend,model context protocol mcp for developers: from figma design to code in minutes model context protocol mcp for developers: from figma design to code in minutes if you ve watched developers build an entire react page from a figma design in minutes you ve. figma minutes figma minutes,True,0.9305222792171556,1.890965429297084,frontend,datascience,0.9305222792171556,-0.9604431500799281,1.8909654292970837
490,1953,backend,backend,defeating webhook storms: idempotency in laravel defeating webhook storms: idempotency in laravel the double-billing nightmare when integrating with enterprise payment processors like stripe or. stripe stripe,True,2.6407756571231658,4.373064957589016,backend,datascience,2.6407756571231658,-1.7322893004658495,4.3730649575890155
491,3403,backend,backend,why wait steps behave differently inside while loops why wait steps behave differently inside while loops using wait steps in unmeshed: handling delays inside while loops waiting whether for a.,True,0.1259709563924121,0.7576913187251076,backend,frontend,0.12597095639241218,-0.6317203623326955,0.7576913187251076
492,1476,backend,backend,preventing overselling with stock reservation and select_for_update in django preventing overselling with stock reservation and select_for_update in django picture two users checking out the same product with only one unit left in stock at nearly the same.,True,0.3115655464804655,1.1357433758815576,backend,frontend,0.3115655464804655,-0.8241778294010922,1.1357433758815576
493,3571,frontend,frontend,common problems in ai-generated frontend code and how to avoid them common problems in ai-generated frontend code and how to avoid them over the last year i ve reviewed about a dozen projects where ai was used heavily in development. about a dozen ai the last year about a dozen ai the last year,True,0.1748378887686549,0.6452538173638327,frontend,datascience,0.17483788876865491,-0.4704159285951778,0.6452538173638327
494,138,cloud,frontend,how i split my livestream archive at shiftbloom studio how i split my livestream archive at shiftbloom studio with shiftbloom studio. i build tools and projects about a variety of experimental approaches to.,False,-0.2890521557619328,0.3015050791032781,frontend,backend,-0.2890521557619328,-0.590557234865211,0.3015050791032781
495,3370,datascience,datascience,your pipeline is 23.5h behind: catching machine learning sentiment leads with pulsebit your pipeline is 23.5h behind: catching machine learning sentiment leads with pulsebit your pipeline is 23.5h behind: catching machine learning sentiment leads with pulsebit we. 23.5h 23.5h,True,2.2635402596559158,3.945252803152935,datascience,frontend,2.2635402596559153,-1.6817125434970195,3.945252803152935
496,237,datascience,datascience,meta-analysis: subgroup analysis meta-analysis: subgroup analysis adapted from an appendix of my ms thesis. subgroup analysis outlier and influence. outlier outlier,True,2.6481206974933027,4.233426928521143,datascience,cloud,2.6481206974933027,-1.5853062310278403,4.233426928521143
497,3863,backend,backend,your microservices aren t microservices your microservices aren t microservices you split your monolith into 12 services. you re doing microservices now. except every service calls.,True,1.1197863530518553,1.9686685876677013,backend,datascience,1.1197863530518553,-0.8488822346158459,1.9686685876677013
498,3632,datascience,datascience,julius ai vs chatgpt for data analysis: i tested both for a month 2026 julius ai vs chatgpt for data analysis: i tested both for a month 2026 julius ai vs chatgpt for data analysis: i tested both for a month 2026 i ve been burnt. a month julius a month julius,True,1.0514410870041204,2.0850009048698785,datascience,cloud,1.0514410870041204,-1.0335598178657583,2.0850009048698785
499,881,frontend,frontend,building a resilient data ingestion pipeline with streaming backpressure in python building a resilient data ingestion pipeline with streaming backpressure in python building a resilient data ingestion pipeline with streaming backpressure in python,True,0.2802053975467249,0.6703615320016578,frontend,datascience,0.2802053975467249,-0.39015613445493297,0.6703615320016578
500,3948,cloud,cloud,us cloud database and dbaas market to grow from 6.8 billion in 2025 to 33.1 billion by 2035 driven by cybersecurity and compliance challenges us cloud database and dbaas market to grow from 6.8 billion in 2025 to 33.1 billion by 2035 driven by cybersecurity and compliance challenges us cloud database and dbaas market was valued at 6.8 billion in 2025 and is expected to grow to. $6.8 billion cloud database $6.8 billion cloud database,True,0.3095879914559519,0.9272536762507066,cloud,datascience,0.30958799145595195,-0.6176656847947547,0.9272536762507066
501,1913,frontend,backend,best software development company in india custom it solutions best software development company in india custom it solutions best software development company in india is a common search for businesses looking to build. india india,False,-0.1380226728309787,0.4016607649355689,backend,cloud,-0.1380226728309787,-0.5396834377665476,0.4016607649355689
502,4157,cloud,cloud,why hycu backup matters for enterprise data protection why hycu backup matters for enterprise data protection why hycu backup matters for enterprise data protection what makes hycu.,True,0.8096354971517797,1.4880272027867054,cloud,datascience,0.8096354971517797,-0.6783917056349257,1.4880272027867054
503,2077,cloud,backend,why i m starting to build in public as a devops engineer why i m starting to build in public as a devops engineer hello dev community this is my first post here so i thought i d start with a simple introduction.,False,0.6115214143062723,0.8250588923075829,backend,cloud,0.6115214143062723,-0.21353747800131062,0.8250588923075829
504,52,cloud,cloud,best free cloud storage options for students in 2023 best free cloud storage options for students in 2023 are you looking into best free cloud storage options for students in 20 here s a quick overview of.,True,2.332401353938031,3.81165965258612,cloud,datascience,2.332401353938031,-1.4792582986480889,3.81165965258612
505,2634,backend,backend,from crawler chaos to official api: how we rebuilt our cross-border e-commerce backend from crawler chaos to official api: how we rebuilt our cross-border e-commerce backend three years ago i took over the backend of a cross-border proxy purchasing saas called taocarts and. taocarts three years ago taocarts three years ago,True,0.7801779317078786,1.8702615033246976,backend,frontend,0.7801779317078786,-1.090083571616819,1.8702615033246976
506,2541,frontend,frontend,day 117 of learning mern stack day 117 of learning mern stack hello dev community it is officially day 117 of my software engineering marathon today i.,True,1.2769363319474247,2.010188154926729,frontend,backend,1.2769363319474247,-0.7332518229793044,2.010188154926729
507,586,cloud,cloud,render review: the heroku successor that won the indie backend in 2026 render review: the heroku successor that won the indie backend in 2026 i moved three side projects and one production api to render over two months. here s the honest take on git-push deploys managed postgres cold starts and where render beats fly.io and railway plus the egress and storage costs nobody mentions. two months api railway render postgres two months api railway render postgres,True,1.0628066261313478,0.8017953894704385,cloud,backend,1.0628066261313478,0.2610112366609093,0.8017953894704385
508,2742,cloud,cloud,"aws daily digest july 10 2026 aws daily digest july 10 2026 aws daily digest july 10 2026 auto-generated groq llama 3.3 70b free groq llama 3.3 july 10, 2026 auto-generated groq llama 3.3 july 10, 2026 auto-generated",True,1.694247460467878,2.927091873931282,cloud,datascience,1.6942474604678779,-1.2328444134634038,2.927091873931282
509,2253,backend,datascience,database internals: how data is stored in pages database internals: how data is stored in pages quick answer: databases don t just dump raw rows onto a disk sequentially. instead they chunk data.,False,0.7735698180924047,1.040341804192678,datascience,backend,0.7735698180924047,-0.2667719861002734,1.040341804192678
510,3989,backend,backend,idempotent signup emails in node.js apis idempotent signup emails in node.js apis signup email bugs are rarely caused by smtp alone. in most backend systems the real problem is that. smtp smtp,True,1.8902295294765588,3.4185009517557754,backend,datascience,1.8902295294765588,-1.5282714222792166,3.4185009517557754
511,1605,frontend,datascience,building a self-healing data pipeline with event-driven idempotence building a self-healing data pipeline with event-driven idempotence building a self-healing data pipeline with event-driven idempotence building a.,False,0.0159272056815182,0.1412117222794114,datascience,frontend,0.015927205681518286,-0.12528451659789314,0.14121172227941142
512,1704,datascience,datascience,your pipeline is 27.8h behind: catching music sentiment leads with pulsebit your pipeline is 27.8h behind: catching music sentiment leads with pulsebit your model has missed a significant 24-hour momentum spike of +0.377 in the music sentiment space.,True,1.4375598801363436,2.768987970403524,datascience,frontend,1.4375598801363436,-1.3314280902671802,2.768987970403524
513,2385,datascience,datascience,federated data architectures: accountability without authority federated data architectures: accountability without authority david ohnstad explains why federated data architectures create accountability gaps for pms. learn how schema enforcement and governance prevent revenue att david ohnstad learn david ohnstad learn,True,1.1250160475319329,2.101942771088271,datascience,backend,1.1250160475319329,-0.9769267235563383,2.101942771088271
514,3416,cloud,cloud,the shift to the cloud: how distributed databases are powering the modern internet the shift to the cloud: how distributed databases are powering the modern internet every time you refresh a social media feed check a bank balance or add an item to a shopping cart,True,1.1043769079067474,2.1694495572845813,cloud,backend,1.1043769079067474,-1.065072649377834,2.1694495572845813
515,3381,frontend,frontend,bootstrap 5 grid system: the complete guide for 2026 bootstrap 5 grid system: the complete guide for 2026 i ve been using bootstrap s grid system since version 3. watched it evolve from a 12-column. bootstrap bootstrap,True,-0.2165072753788032,0.1520859731792245,frontend,cloud,-0.2165072753788032,-0.3685932485580277,0.1520859731792245
516,613,frontend,frontend,angular signals and zoneless change detection: building reactive applications without zone.js angular signals and zoneless change detection: building reactive applications without zone.js angular signals and zoneless change detection: building reactive applications without.,True,1.80459501646675,3.0701676503642625,frontend,cloud,1.8045950164667501,-1.2655726338975124,3.0701676503642625
517,321,datascience,datascience,"the 61 wimbledon prediction: how a neural network saw arthur fery coming the 61 wimbledon prediction: how a neural network saw arthur fery coming nothing in the data explains it. that s what the guardian wrote on july 8th 2026 about arthur. arthur guardian july 8th, 2026 arthur guardian july 8th, 2026",True,0.8393521614795807,1.5744384451813194,datascience,cloud,0.8393521614795807,-0.7350862837017387,1.5744384451813194
518,655,datascience,datascience,understanding relationship schemas and joins in power bi understanding relationship schemas and joins in power bi introduction power bi is a powerful business analytics and visualisation platform used to.,True,1.770381990193575,2.95978262018518,datascience,cloud,1.7703819901935747,-1.1894006299916056,2.9597826201851802
519,3889,cloud,cloud,how to merge docx files using node.js rest api how to merge docx files using node.js rest api merging multiple word documents into a single file can be surprisingly tedious if you re not using. word word,True,1.128876145324044,2.0597250296694734,cloud,backend,1.128876145324044,-0.9308488843454296,2.0597250296694734
520,2907,backend,backend,push vs pull: a decision about where complexity lives push vs pull: a decision about where complexity lives most engineers think push is more advanced than pull. it s an easy conclusion to reach. after. push push,True,-0.1082169314374371,0.4863188272208533,backend,cloud,-0.10821693143743716,-0.5945357586582904,0.4863188272208533
521,1766,datascience,datascience,your pipeline is 12.8h behind: catching sustainability sentiment leads with pulsebit your pipeline is 12.8h behind: catching sustainability sentiment leads with pulsebit your pipeline is 12.8h behind: catching sustainability sentiment leads with pulsebit we.,True,2.232967091166716,3.843758131802324,datascience,frontend,2.232967091166716,-1.6107910406356076,3.8437581318023235
522,849,backend,backend,a domain exception hierarchy in php that maps cleanly to http a domain exception hierarchy in php that maps cleanly to http throw domain exceptions that know nothing about http. map them to status codes in one place at the edge. the whole pattern in php 8.3. http php 8.3 http php 8.3,True,1.4764201691497467,2.657886109027512,backend,cloud,1.4764201691497467,-1.1814659398777654,2.657886109027512
523,2409,frontend,frontend,the five problems hiding inside every admin table and what to do about them the five problems hiding inside every admin table and what to do about them an admin table looks like one component. by the time you ve shipped five it s a system,True,0.2131925207270514,0.6288056224637346,frontend,backend,0.21319252072705142,-0.41561310173668314,0.6288056224637346
524,1473,cloud,cloud,"the hidden roi of cloud security hygiene the hidden roi of cloud security hygiene we regularly find 5 000 to 10 000 per month in abandoned infrastructure during our first few weeks. $5,000 to $10,000 our first few weeks $5,000 to $10,000 our first few weeks",True,1.0416242909509776,1.7168998455268611,cloud,backend,1.0416242909509776,-0.6752755545758836,1.7168998455268611
525,3435,frontend,frontend,operators in javascript operators in javascript operators javascript operators are symbols used to perform operations on values and. javascript javascript,True,1.4731752099407718,2.904537983347872,frontend,backend,1.4731752099407718,-1.4313627734071002,2.904537983347872
526,4302,datascience,frontend,how a javascript pivot table can handle 10 million rows in the browser how a javascript pivot table can handle 10 million rows in the browser a technical look at browser-local pivot table performance columnar ingestion web workers typedarrays and the caveats behind a 10m-row benchmark. web workers 10m-row typedarrays web workers 10m-row typedarrays,False,1.0686807989244933,2.044773593011252,frontend,datascience,1.0686807989244933,-0.9760927940867583,2.044773593011252
527,4168,backend,datascience,fastapi for ai engineers-part 5: authentication vs authorization and why most beginners confuse them fastapi for ai engineers-part 5: authentication vs authorization and why most beginners confuse them in the previous article we explored how pydantic validates data before it enters our. pydantic pydantic,False,0.1078074140363272,0.6512204053990296,datascience,backend,0.10780741403632721,-0.5434129913627024,0.6512204053990296
528,651,backend,backend,session 4 summary session 4 summary in the last session a few different concepts were taught: acid properties sql transaction modes. acid sql acid sql,True,0.4908537429448704,0.7231056026650258,backend,datascience,0.4908537429448704,-0.23225185972015538,0.7231056026650258
529,2132,cloud,backend,why tpus aren t popular even though they re cheaper per token why tpus aren t popular even though they re cheaper per token tpus and trainium beat nvidia on cost-per-token and watts-per-token. so why does almost everyone still run on nvidia the answer is the static-shape tax that systolic-array silicon forces on your code your pipeline and your org chart. trainium watts nvidia trainium watts nvidia,False,0.8508467554124414,1.5333102373501268,backend,cloud,0.8508467554124414,-0.6824634819376855,1.5333102373501268
530,4327,datascience,datascience,your pipeline is 12.3h behind: catching finance sentiment leads with pulsebit your pipeline is 12.3h behind: catching finance sentiment leads with pulsebit your pipeline just missed a crucial 24h momentum spike of-0.816 in the finance sector. this anomaly.,True,1.8878627021621384,3.3403573771449224,datascience,backend,1.8878627021621384,-1.452494674982784,3.3403573771449224
531,3485,backend,backend,connection pooling: why your api dies at 200 users but the db is at 4 cpu connection pooling: why your api dies at 200 users but the db is at 4 cpu your api falls over at 200 concurrent users while postgres sits at 4 cpu. that paradox is what connection pooling exists to fix. here s what opening a database connection actually costs the max_connections 100 wall how a pool turns connections int cpu postgres 4% cpu postgres 4%,True,1.963186890496984,2.9953012328436825,backend,cloud,1.9631868904969836,-1.0321143423466992,2.9953012328436825
532,2975,backend,backend,go s time package: monotonic clocks and the bugs they prevent go s time package: monotonic clocks and the bugs they prevent how go s monotonic clock makes sub immune to ntp jumps why marshaling silently strips it and the timing bugs that follow. ntp ntp,True,2.079178034121,3.233516225632525,backend,cloud,2.079178034121,-1.154338191511525,3.233516225632525
533,2927,frontend,backend,how i simplified a complex meeting worflow how i simplified a complex meeting worflow building software is often less about adding features and more about removing friction. when i worked.,False,-0.1199043434827225,0.4985837330478886,backend,datascience,-0.1199043434827225,-0.6184880765306111,0.4985837330478886
534,2098,backend,cloud,automate database backups across a server fleet with ai: 7 recipes for 2026 automate database backups across a server fleet with ai: 7 recipes for 2026 if you are still ssh-ing into four boxes to confirm last night s dump actually ran automated. ssh last night's ssh last night's,False,0.4892816064724322,1.1439001545497844,cloud,datascience,0.48928160647243224,-0.6546185480773523,1.1439001545497844
535,443,frontend,cloud,wordpress 6.9 is on the way -md. raju miah wordpress 6.9 is on the way -md. raju miah wordpress 6.9 is on the way here s what developers should watch for. wordpress continues to. wordpress wordpress,False,0.1847123354971067,0.950887632584378,cloud,backend,0.18471233549710675,-0.7661752970872714,0.9508876325843781
536,2597,frontend,frontend,10 best sites to buy gmail accounts in bulk accounts for 10 best sites to buy gmail accounts in bulk accounts for introduction 24/7 online support telegram: whatsapp: telegram whatsapp telegram whatsapp,True,0.4739416893468455,1.34748205652874,frontend,backend,0.47394168934684555,-0.8735403671818944,1.34748205652874
537,2620,cloud,cloud,"aws daily digest june 07 2026 aws daily digest june 07 2026 aws daily digest june 07 2026 auto-generated groq llama 3.3 70b free groq llama 3.3 june 07, 2026 groq llama 3.3 june 07, 2026",True,1.4014153223082078,2.636630210062094,cloud,frontend,1.4014153223082078,-1.2352148877538864,2.636630210062094
538,1957,cloud,cloud,amazon q review 2026: is aws s ai assistant worth 19/month amazon q review 2026: is aws s ai assistant worth 19/month amazon q isn t trying to be github copilot. it s aws s specialist assistant for teams who live inside. aws github copilot amazon aws github copilot amazon,True,2.3060841173527837,3.8067811857514826,cloud,datascience,2.3060841173527833,-1.5006970683986993,3.8067811857514826
539,2201,frontend,backend,burnlink: an open-source end-to-end encrypted file sharing platform burnlink: an open-source end-to-end encrypted file sharing platform executive summary i built burnlink an open-source file sharing service that prioritizes.,False,-0.3393565711999599,0.0485789251687454,backend,cloud,-0.3393565711999599,-0.38793549636870533,0.04857892516874546
540,3184,cloud,cloud,provide storage for the it department testing and training provide storage for the it department testing and training what is azure storage azure storage is microsoft s cloud-based storage solution that provides. microsoft microsoft,True,2.1065376036052643,3.430741848725915,cloud,datascience,2.1065376036052643,-1.3242042451206508,3.430741848725915
541,2763,cloud,cloud,why you need amazon efs and why ebs will break your auto-scaling app why you need amazon efs and why ebs will break your auto-scaling app if you are spinning up a single ec2 instance amazon ebs elastic block storage is the default. amazon ebs (elastic block storage amazon ebs (elastic block storage,True,-0.3266840827882344,0.2429734023467661,cloud,backend,-0.32668408278823446,-0.5696574851350006,0.24297340234676612
542,102,backend,backend,reflection in go: the few times it is justified and the cost reflection in go: the few times it is justified and the cost reflection in go is the slow escape hatch. here are the few cases it earns its keep the runtime cost and when codegen beats it.,True,1.8857227904676075,3.26721204878031,backend,cloud,1.8857227904676073,-1.3814892583127025,3.26721204878031
543,3842,frontend,frontend,the 3-second rule of web performance and how to beat it the 3-second rule of web performance and how to beat it hello there so. i may have gone a little overboard with this one. last time we pulled apart how.,True,0.2541737475988226,0.6362714492309886,frontend,backend,0.2541737475988226,-0.38209770163216594,0.6362714492309886
544,3044,frontend,frontend,a green frontend pipeline is not the same as a safe release a green frontend pipeline is not the same as a safe release there is a particular kind of confidence that only a green ci pipeline can produce. the pull request. ci ci,True,0.7958247390630574,1.7283675393370477,frontend,backend,0.7958247390630574,-0.9325428002739902,1.7283675393370475
545,4412,frontend,frontend,async await in js async await in js async and await are javascript keywords that provide a cleaner more readable way to handle. javascript javascript,True,1.5159441511809404,2.317648969844717,frontend,backend,1.5159441511809404,-0.8017048186637767,2.317648969844717
546,296,cloud,cloud,zero-touch oauth for mcp azure serverless ai agents gitlab 19.0 ai devsecops zero-touch oauth for mcp azure serverless ai agents gitlab 19.0 ai devsecops zero-touch oauth for mcp azure serverless ai agents gitlab 19.0 ai devsecops gitlab mcp zero ai azure serverless ai agents gitlab mcp zero ai azure serverless ai agents,True,1.448660714603315,2.032628441169277,cloud,frontend,1.448660714603315,-0.5839677265659622,2.032628441169277
547,1729,cloud,cloud,forward-deployed engineering for operational it change forward-deployed engineering for operational it change kmayer works with technology leaders who need practical operational change not just advisory. kmayer kmayer,True,0.0745626808987596,0.2241111891844047,cloud,frontend,0.07456268089875961,-0.14954850828564514,0.22411118918440476
548,2988,frontend,frontend,membangun tool kalender custom secara real-time: studi kasus arsitektur frontend tanpa server untuk bisnis percetakan membangun tool kalender custom secara real-time: studi kasus arsitektur frontend tanpa server untuk bisnis percetakan the best way to predict the future is to implement it yourself in vanilla js no framework.,True,1.1884179061666642,1.91130496511666,frontend,cloud,1.1884179061666642,-0.7228870589499957,1.9113049651166598
549,3587,frontend,frontend,cursor 3.7 canvas design mode: what the june 2026 visual ui update changes for frontend developers cursor 3.7 canvas design mode: what the june 2026 visual ui update changes for frontend developers cursor 3.7 canvas design mode: what the june 2026 visual ui update changes for frontend developers ui june 2026 ui june 2026,True,3.320386291582444,5.12252400771163,frontend,cloud,3.3203862915824436,-1.8021377161291863,5.12252400771163
550,2026,datascience,datascience,world cup 2026: the upset probability explosion how 48 teams changed everything world cup 2026: the upset probability explosion how 48 teams changed everything data analysis reveals the 16-group format has fundamentally altered upset dynamics in ways that favor.,True,1.375726544181838,2.575051211074705,datascience,backend,1.375726544181838,-1.199324666892867,2.575051211074705
551,2533,backend,backend,the night before launch every door was wide open the night before launch every door was wide open at the end of the last post i mentioned a bill. this post is that bill. let me start with three. the end of the the end of the,True,0.3600810573004255,0.7803245054478096,backend,cloud,0.3600810573004255,-0.4202434481473841,0.7803245054478096
552,4481,cloud,cloud,is your nas a ticking time bomb is your nas a ticking time bomb introduction a recent idc report projects global data creation will hit 175 zettabytes by 2025. yet,True,1.0186682508650136,2.1017686214153395,cloud,datascience,1.0186682508650136,-1.083100370550326,2.1017686214153395
553,940,frontend,frontend,copilot vision accepts screenshots now test whether the workflow still works without sight or a mouse copilot vision accepts screenshots now test whether the workflow still works without sight or a mouse audit screenshot-assisted coding with an accessible text alternative keyboard flow announcements and recovery matrix.,True,0.7703851589952219,1.4252606480273216,frontend,cloud,0.7703851589952219,-0.6548754890320997,1.4252606480273216
554,1474,backend,frontend,why we stop injecting code into shopify themes for b2b wholesale why we stop injecting code into shopify themes for b2b wholesale most traditional shopify wholesale apps inject hundreds of lines of messy javascript directly into. shopify javascript apps inject hundreds of lines shopify javascript apps inject hundreds of lines,False,1.0546594361604589,1.7429360536939855,frontend,backend,1.0546594361604589,-0.6882766175335266,1.7429360536939855
555,3146,cloud,cloud,deploying a kubernetes cluster with kubeadm on rhel 9 centos 10 deploying a kubernetes cluster with kubeadm on rhel 9 centos 10 deploying-a-kubernetes-cluster-with-kubeadm-on-rhel-9-centos-10 the guide is based on a.,True,1.3741021886453475,2.531304559836077,cloud,datascience,1.3741021886453475,-1.1572023711907296,2.531304559836077
556,4000,frontend,cloud,why local system monitoring still beats the cloud and how i built my own dashboard to prove it why local system monitoring still beats the cloud and how i built my own dashboard to prove it over the past few years the technology industry has moved almost everything to the cloud. the past few years the past few years,False,1.4555893183520374,2.7613411476774816,cloud,backend,1.4555893183520374,-1.305751829325444,2.7613411476774816
557,3177,backend,backend,o bug de 16 minutos: quando dado faltando é uma corrida contra o relógio o bug de 16 minutos: quando dado faltando é uma corrida contra o relógio seu sistema está perdendo dados um cliente abriu o chamado convicto. o relatório de.,True,0.4932823816097681,1.4272922380594215,backend,datascience,0.4932823816097681,-0.9340098564496533,1.4272922380594215
558,2860,cloud,cloud,sr. architect-a free aws sandbox to learn and simulate sr. architect-a free aws sandbox to learn and simulate two things always slowed me down on new projects: figuring out where an architecture would.,True,0.4466667540682597,0.9678802579100866,cloud,backend,0.44666675406825973,-0.5212135038418269,0.9678802579100866
559,4118,backend,backend,humidifier cross-border multi-currency auto-sync rate calibration tech humidifier cross-border multi-currency auto-sync rate calibration tech reverse overseas online shopping supports settlement in over ten mainstream foreign currencies,True,0.9530063567987468,1.8075543491906108,backend,frontend,0.9530063567987467,-0.8545479923918642,1.8075543491906108
560,460,backend,backend,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,True,-0.1265117987919979,0.1455869957525263,backend,cloud,-0.12651179879199792,-0.2720987945445243,0.14558699575252637
561,3674,frontend,frontend,component deep dive #2: hamburger menu mobile navigation done right component deep dive #2: hamburger menu mobile navigation done right from web component dictionary v2.0 83 ready-to-use components. try free get full version use.,True,1.8381535115562213,3.1353208401960675,frontend,datascience,1.8381535115562215,-1.2971673286398457,3.1353208401960675
